,date,open,close,high,low,volume,dopen,dclose,dhigh,dlow,dvolume,price
0,2010-01-04,16.22836210707237,16.228664125218344,15.262022524081779,14.78990639174742,1283654.3524966137,0.9620071907351964,-0.16597913909463102,-1.1914967663811744,-0.629651088374974,65377.29884498264,16.676253880010382
1,2010-01-05,15.494999885559082,15.914999961853027,15.93000030517578,15.449999809265137,1268600.0,-0.7333622215132891,-0.313664163365317,0.6679777810940006,0.6600934175177162,-15054.352496613748,15.914999961853027
2,2010-01-06,15.925000190734863,16.25,16.325000762939453,15.845000267028809,1906200.0,0.43000030517578125,0.33500003814697266,0.39500045776367365,0.3950004577636719,637600.0,16.25
3,2010-01-07,16.2549991607666,16.155000686645508,16.475000381469727,15.895000457763672,954400.0,0.3299989700317383,-0.09499931335449219,0.14999961853027344,0.05000019073486328,-951800.0,16.155000686645508
4,2010-01-08,16.1200008392334,16.135000228881836,16.31999969482422,15.885000228881836,634600.0,-0.13499832153320312,-0.020000457763671875,-0.1550006866455078,-0.010000228881835938,-319800.0,16.135000228881836
5,2010-01-11,16.200000762939453,15.904999732971191,16.200000762939453,15.75,1054400.0,0.07999992370605469,-0.23000049591064453,-0.11999893188476562,-0.13500022888183594,419800.0,15.904999732971191
6,2010-01-12,15.75,15.675000190734863,15.899999618530272,15.524999618530272,947200.0,-0.4500007629394531,-0.22999954223632812,-0.30000114440918146,-0.22500038146972834,-107200.0,15.675000190734863
7,2010-01-13,15.824999809265137,16.15999984741211,16.204999923706055,15.6899995803833,1500800.0,0.07499980926513672,0.4849996566772461,0.305000305175783,0.16499996185302912,553600.0,16.15999984741211
8,2010-01-14,16.165000915527344,15.93000030517578,16.274999618530273,15.914999961853027,898600.0,0.34000110626220703,-0.2299995422363299,0.06999969482421875,0.22500038146972656,-602200.0,15.93000030517578
9,2010-01-15,15.984999656677246,15.56999969482422,16.06999969482422,15.359999656677246,1490600.0,-0.18000125885009766,-0.36000061035155895,-0.2049999237060547,-0.5550003051757812,592000.0,15.56999969482422
10,2010-01-19,15.529999732971191,15.835000038146973,15.835000038146973,15.260000228881836,1196200.0,-0.4549999237060547,0.26500034332275213,-0.2349996566772461,-0.09999942779541016,-294400.0,15.835000038146973
11,2010-01-20,15.550000190734863,15.765000343322754,15.8149995803833,15.31999969482422,1266800.0,0.020000457763671875,-0.06999969482421875,-0.020000457763671875,0.05999946594238459,70600.0,15.765000343322754
12,2010-01-21,15.765000343322754,15.744999885559082,15.960000038146973,15.585000038146973,2803000.0,0.21500015258789062,-0.020000457763671875,0.14500045776367188,0.26500034332275213,1536200.0,15.744999885559082
13,2010-01-22,15.550000190734863,15.020000457763672,15.574999809265137,14.859999656677246,2520000.0,-0.21500015258789062,-0.7249994277954102,-0.38500022888183594,-0.7250003814697266,-283000.0,15.020000457763672
14,2010-01-25,15.130000114440918,14.529999732971191,15.300000190734863,14.300000190734863,1816200.0,-0.4200000762939453,-0.49000072479248047,-0.27499961853027344,-0.5599994659423828,-703800.0,14.529999732971191
15,2010-01-26,14.515000343322754,14.510000228881836,14.645000457763672,14.375,1044400.0,-0.6149997711181641,-0.01999950408935547,-0.6549997329711914,0.07499980926513672,-771800.0,14.510000228881836
16,2010-01-27,14.414999961853027,14.53499984741211,14.640000343322754,14.3100004196167,948200.0,-0.10000038146972656,0.024999618530273438,-0.005000114440917969,-0.06499958038330078,-96200.0,14.53499984741211
17,2010-01-28,14.640000343322754,14.175000190734863,14.729999542236328,14.020000457763672,1748200.0,0.22500038146972656,-0.3599996566772461,0.08999919891357422,-0.28999996185302734,800000.0,14.175000190734863
18,2010-01-29,14.21500015258789,14.119999885559082,14.5649995803833,13.994999885559082,1494200.0,-0.4250001907348633,-0.05500030517578125,-0.16499996185302734,-0.025000572204589844,-254000.0,14.119999885559082
19,2010-02-01,14.149999618530272,14.175000190734863,14.324999809265137,14.095000267028809,826000.0,-0.06500053405761896,0.05500030517578125,-0.23999977111816406,0.10000038146972656,-668200.0,14.175000190734863
20,2010-02-02,14.149999618530272,14.600000381469728,14.635000228881836,14.119999885559082,1672800.0,0.0,0.42500019073486506,0.3100004196166992,0.024999618530273438,846800.0,14.600000381469728
21,2010-02-03,14.44499969482422,14.479999542236328,14.59000015258789,14.255000114440918,850000.0,0.29500007629394887,-0.12000083923340021,-0.04500007629394531,0.13500022888183594,-822800.0,14.479999542236328
22,2010-02-04,14.3100004196167,13.625,14.350000381469728,13.600000381469728,1721200.0,-0.1349992752075213,-0.8549995422363281,-0.2399997711181623,-0.6549997329711896,871200.0,13.625
23,2010-02-05,13.595000267028809,13.135000228881836,13.625,12.875,4177200.0,-0.7150001525878906,-0.48999977111816406,-0.7250003814697283,-0.7250003814697283,2456000.0,13.135000228881836
24,2010-02-08,13.295000076293944,13.28499984741211,13.44499969482422,13.104999542236328,1699400.0,-0.30000019073486506,0.14999961853027344,-0.18000030517577947,0.22999954223632812,-2477800.0,13.28499984741211
25,2010-02-09,13.494999885559082,13.744999885559082,13.84000015258789,13.44499969482422,1399600.0,0.1999998092651385,0.46000003814697266,0.3950004577636701,0.3400001525878924,-299800.0,13.744999885559082
26,2010-02-10,13.704999923706056,13.604999542236328,13.829999923706056,13.5,774800.0,0.21000003814697443,-0.1400003433227539,-0.010000228881834161,0.055000305175779474,-624800.0,13.604999542236328
27,2010-02-11,13.515000343322754,13.960000038146973,14.0649995803833,13.460000038146973,743800.0,-0.18999958038330256,0.35500049591064453,0.23499965667724432,-0.039999961853027344,-31000.0,13.960000038146973
28,2010-02-12,13.80500030517578,14.175000190734863,14.260000228881836,13.675000190734863,737000.0,0.28999996185302557,0.21500015258789062,0.19500064849853516,0.21500015258789062,-6800.0,14.175000190734863
29,2010-02-16,14.274999618530272,14.420000076293944,14.460000038146973,14.1850004196167,768400.0,0.4699993133544922,0.24499988555908025,0.19999980926513672,0.5100002288818359,31400.0,14.420000076293944
30,2010-02-17,14.46500015258789,14.369999885559082,14.53499984741211,14.21500015258789,1037000.0,0.19000053405761896,-0.050000190734861505,0.07499980926513672,0.029999732971191406,268600.0,14.369999885559082
31,2010-02-18,14.31999969482422,14.595000267028809,14.649999618530272,14.18000030517578,1029600.0,-0.1450004577636701,0.22500038146972656,0.11499977111816229,-0.03499984741211115,-7400.0,14.595000267028809
32,2010-02-19,14.595000267028809,14.545000076293944,14.625,14.470000267028809,789600.0,0.27500057220458807,-0.05000019073486506,-0.02499961853027166,0.2899999618530291,-240000.0,14.545000076293944
33,2010-02-22,14.5600004196167,14.15999984741211,14.625,14.15999984741211,1920200.0,-0.034999847412109375,-0.38500022888183416,0.0,-0.3100004196166992,1130600.0,14.15999984741211
34,2010-02-23,14.095000267028809,13.96500015258789,14.255000114440918,13.899999618530272,1532200.0,-0.4650001525878906,-0.19499969482421875,-0.36999988555908203,-0.2600002288818377,-388000.0,13.96500015258789
35,2010-02-24,13.975000381469728,14.199999809265137,14.21500015258789,13.84000015258789,1501400.0,-0.11999988555908025,0.2349996566772461,-0.039999961853027344,-0.059999465942381036,-30800.0,14.199999809265137
36,2010-02-25,13.904999732971191,14.5600004196167,14.585000038146973,13.904999732971191,1403200.0,-0.07000064849853693,0.3600006103515625,0.36999988555908203,0.06499958038330078,-98200.0,14.5600004196167
37,2010-02-26,14.56999969482422,14.324999809265137,14.94499969482422,14.3100004196167,1415400.0,0.6649999618530291,-0.2350006103515625,0.35999965667724787,0.4050006866455078,12200.0,14.324999809265137
38,2010-03-01,14.505000114440918,15.109999656677246,15.225000381469728,14.40999984741211,1864200.0,-0.06499958038330256,0.7849998474121094,0.2800006866455078,0.09999942779541016,448800.0,15.109999656677246
39,2010-03-02,15.210000038146973,15.520000457763672,15.56999969482422,15.05500030517578,1456400.0,0.7049999237060547,0.4100008010864258,0.3449993133544922,0.6450004577636701,-407800.0,15.520000457763672
40,2010-03-03,15.55500030517578,15.619999885559082,15.704999923706056,15.420000076293944,1066800.0,0.3450002670288068,0.09999942779541016,0.13500022888183594,0.36499977111816406,-389600.0,15.619999885559082
41,2010-03-04,15.585000038146973,15.914999961853027,15.949999809265137,15.515000343322754,884800.0,0.029999732971193183,0.2950000762939453,0.24499988555908025,0.09500026702881037,-182000.0,15.914999961853027
42,2010-03-05,15.989999771118164,16.440000534057617,16.610000610351562,15.9350004196167,1248200.0,0.4049997329711914,0.5250005722045898,0.6600008010864258,0.4200000762939453,363400.0,16.440000534057617
43,2010-03-08,16.510000228881836,16.530000686645508,16.645000457763672,16.264999389648438,1016800.0,0.5200004577636719,0.09000015258789062,0.034999847412109375,0.3299989700317383,-231400.0,16.530000686645508
44,2010-03-09,16.524999618530273,16.850000381469727,16.989999771118164,16.485000610351562,1372000.0,0.0149993896484375,0.31999969482421875,0.3449993133544922,0.220001220703125,355200.0,16.850000381469727
45,2010-03-10,16.75,16.854999542236328,16.895000457763672,16.584999084472656,1214400.0,0.22500038146972656,0.0049991607666015625,-0.09499931335449219,0.09999847412109375,-157600.0,16.854999542236328
46,2010-03-11,16.719999313354492,17.084999084472656,17.084999084472656,16.6200008392334,785600.0,-0.030000686645507812,0.22999954223632812,0.18999862670898438,0.03500175476074219,-428800.0,17.084999084472656
47,2010-03-12,17.295000076293945,17.579999923706055,18.045000076293945,17.200000762939453,2557800.0,0.5750007629394531,0.49500083923339844,0.9600009918212891,0.5799999237060547,1772200.0,17.579999923706055
48,2010-03-15,17.604999542236328,17.834999084472656,18.0,17.5,1478600.0,0.3099994659423828,0.25499916076660156,-0.04500007629394531,0.2999992370605469,-1079200.0,17.834999084472656
49,2010-03-16,17.979999542236328,17.764999389648438,18.14999961853028,17.600000381469727,1411800.0,0.375,-0.06999969482421875,0.14999961853028054,0.10000038146972656,-66800.0,17.764999389648438
50,2010-03-17,17.815000534057617,17.625,17.924999237060547,17.53499984741211,978400.0,-0.16499900817871094,-0.1399993896484375,-0.22500038146973367,-0.06500053405761719,-433400.0,17.625
51,2010-03-18,17.665000915527344,17.415000915527344,17.7549991607666,17.149999618530273,1222400.0,-0.14999961853027344,-0.20999908447265625,-0.1700000762939453,-0.38500022888183594,244000.0,17.415000915527344
52,2010-03-19,16.75,16.75,17.53499984741211,16.68000030517578,1671000.0,-0.9150009155273438,-0.6650009155273438,-0.2199993133544922,-0.4699993133544922,448600.0,16.75
53,2010-03-22,16.68000030517578,17.520000457763672,17.53499984741211,16.399999618530273,1153400.0,-0.06999969482421875,0.7700004577636719,0.0,-0.2800006866455078,-517600.0,17.520000457763672
54,2010-03-23,17.625,18.114999771118164,18.290000915527344,17.584999084472656,1502000.0,0.9449996948242188,0.5949993133544922,0.7550010681152344,1.1849994659423828,348600.0,18.114999771118164
55,2010-03-24,18.075000762939453,18.02499961853028,18.44499969482422,17.760000228881836,2399200.0,0.4500007629394531,-0.09000015258788352,0.154998779296875,0.1750011444091797,897200.0,18.02499961853028
56,2010-03-25,19.975000381469727,19.700000762939453,20.475000381469727,19.43000030517578,10992400.0,1.8999996185302734,1.6750011444091726,2.030000686645508,1.6700000762939453,8593200.0,19.700000762939453
57,2010-03-26,19.51000022888184,20.28499984741211,20.39999961853028,19.34499931335449,5041600.0,-0.4650001525878871,0.5849990844726562,-0.07500076293944602,-0.08500099182129262,-5950800.0,20.28499984741211
58,2010-03-29,20.450000762939453,20.61000061035156,20.670000076293945,19.850000381469727,3021000.0,0.9400005340576136,0.3250007629394496,0.27000045776366477,0.5050010681152379,-2020600.0,20.61000061035156
59,2010-03-30,20.61000061035156,20.950000762939453,21.200000762939453,20.350000381469727,2444800.0,0.15999984741210582,0.3400001525878942,0.5300006866455078,0.5,-576200.0,20.950000762939453
60,2010-03-31,20.709999084472656,20.739999771118164,20.979999542236328,20.56999969482422,1333600.0,0.0999984741210973,-0.21000099182128906,-0.220001220703125,0.2199993133544922,-1111200.0,20.739999771118164
61,2010-04-01,20.81999969482422,20.84499931335449,21.040000915527344,20.565000534057617,1410800.0,0.1100006103515625,0.10499954223632457,0.060001373291015625,-0.0049991607666015625,77200.0,20.84499931335449
62,2010-04-05,21.020000457763672,21.28499984741211,21.34499931335449,20.8799991607666,1973200.0,0.20000076293945312,0.44000053405762074,0.3049983978271449,0.3149986267089844,562400.0,21.28499984741211
63,2010-04-06,21.32999992370605,21.540000915527344,21.63500022888184,21.165000915527344,1890000.0,0.30999946594237926,0.2550010681152344,0.29000091552735086,0.2850017547607422,-83200.0,21.540000915527344
64,2010-04-07,21.549999237060547,21.290000915527344,21.68000030517578,21.1200008392334,1448200.0,0.21999931335449574,-0.25,0.04500007629394176,-0.04500007629394531,-441800.0,21.290000915527344
65,2010-04-08,21.25,21.43000030517578,21.65999984741211,21.11000061035156,2291000.0,-0.2999992370605469,0.1399993896484375,-0.020000457763671875,-0.01000022888183949,842800.0,21.43000030517578
66,2010-04-09,21.53499984741211,21.82999992370605,21.82999992370605,21.2549991607666,1446000.0,0.2849998474121094,0.3999996185302699,0.17000007629394176,0.14499855041504262,-845000.0,21.82999992370605
67,2010-04-12,21.875,22.184999465942383,22.270000457763672,21.799999237060547,1362800.0,0.3400001525878906,0.3549995422363317,0.44000053405762074,0.5450000762939453,-83200.0,22.184999465942383
68,2010-04-13,22.18000030517578,21.52499961853028,22.23500061035156,21.5,1977200.0,0.30500030517578125,-0.6599998474121023,-0.03499984741211293,-0.2999992370605469,614400.0,21.52499961853028
69,2010-04-14,21.850000381469727,21.905000686645508,22.02499961853028,20.82999992370605,3752200.0,-0.3299999237060547,0.38000106811522727,-0.2100009918212784,-0.6700000762939489,1775000.0,21.905000686645508
70,2010-04-15,21.68000030517578,22.53499984741211,22.80500030517578,21.68000030517578,3007600.0,-0.1700000762939453,0.6299991607666016,0.7800006866455007,0.8500003814697301,-744600.0,22.53499984741211
71,2010-04-16,22.46999931335449,22.309999465942383,22.6200008392334,22.030000686645508,2491200.0,0.7899990081787074,-0.22500038146972656,-0.1849994659423828,0.35000038146972656,-516400.0,22.309999465942383
72,2010-04-19,22.229999542236328,21.165000915527344,22.32999992370605,20.834999084472656,3487000.0,-0.2399997711181605,-1.144998550415039,-0.2900009155273473,-1.1950016021728516,995800.0,21.165000915527344
73,2010-04-20,21.30500030517578,20.959999084472656,21.76499938964844,20.940000534057617,2065600.0,-0.9249992370605469,-0.2050018310546875,-0.5650005340576101,0.10500144958496094,-1421400.0,20.959999084472656
74,2010-04-21,21.09000015258789,20.70499992370605,21.27499961853028,20.32999992370605,3107600.0,-0.21500015258789062,-0.2549991607666051,-0.4899997711181605,-0.610000610351566,1042000.0,20.70499992370605
75,2010-04-22,20.405000686645508,21.114999771118164,21.28499984741211,20.39999961853028,2782000.0,-0.6849994659423828,0.4099998474121129,0.010000228881828832,0.06999969482422941,-325600.0,21.114999771118164
76,2010-04-23,21.170000076293945,21.81999969482422,21.905000686645508,21.114999771118164,2021400.0,0.7649993896484375,0.7049999237060547,0.6200008392333984,0.7150001525878835,-760600.0,21.81999969482422
77,2010-04-26,22.020000457763672,21.51000022888184,22.209999084472656,21.450000762939453,1644800.0,0.8500003814697266,-0.30999946594237926,0.30499839782714844,0.33500099182128906,-376600.0,21.51000022888184
78,2010-04-27,21.39999961853028,21.1299991607666,21.934999465942383,21.084999084472656,1647000.0,-0.6200008392333913,-0.3800010681152379,-0.27499961853027344,-0.3650016784667969,2200.0,21.1299991607666
79,2010-04-28,21.32999992370605,19.84499931335449,21.48500061035156,19.790000915527344,3960200.0,-0.06999969482422941,-1.284999847412113,-0.44999885559082387,-1.2949981689453125,2313200.0,19.84499931335449
80,2010-04-29,19.95499992370605,19.920000076293945,20.174999237060547,19.55500030517578,2634600.0,-1.375,0.07500076293945668,-1.310001373291012,-0.2350006103515625,-1325600.0,19.920000076293945
81,2010-04-30,20.06999969482422,18.809999465942383,20.1299991607666,18.809999465942383,2362400.0,0.11499977111816762,-1.1100006103515625,-0.04500007629394531,-0.7450008392333984,-272200.0,18.809999465942383
82,2010-05-03,19.065000534057617,20.77499961853028,20.795000076293945,19.030000686645508,4070000.0,-1.0049991607666016,1.9650001525878977,0.6650009155273438,0.220001220703125,1707600.0,20.77499961853028
