,ADBE,ADI,ADP,ADSK,AEP,ALGN,AMD,AMGN,AMZN,ANSS,ASML,AVGO,AZN,BIIB,BKNG,BKR,CDNS,CMCSA,COST,CPRT,CSCO,CSGP,CSX,CTAS,CTSH,DLTR,DXCM,EA,EBAY,ENPH,EXC,FANG,FAST,FTNT,GILD,GOOG,GOOGL,IDXX,ILMN,INTC,INTU,ISRG,JD,KDP,KHC,KLAC,LRCX,LULU,MAR,MCHP,MDLZ,MELI,MNST,MRNA,MSFT,MU,NFLX,NTES,NVDA,NXPI,OKTA,ORLY,PAYX,PCAR,PDD,PEP,PFE,PG,PYPL,QCOM,REGN,ROST,SBUX,SGEN,SIRI,SNPS,SPLK,SWKS,TCOM,TMUS,TSLA,TXN,VRSK,VRSN,VRTX,WBA,WDAY,XEL
0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,42.0,78.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,82.0,0.0,0.0,0.0,0.0,45.0,70.0,88.0,47.0,0.0,49.0,85.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,87.0,2.0,0.0,76.0,95.0,46.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,97.0,99.0,0.0,0.0,95.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,88.0,137.0,172.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,82.0,0.0,0.0,0.0,0.0,45.0,49.0,88.0,47.0,0.0,49.0,85.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,39.0,7.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,102.0,99.0,0.0,0.0,66.0,18.0,0.0,0.0,82.0,0.0,0.0,94.0,93.0,0.0,0.0,0.0,0.0,0.0,96.0
2,0.0,0.0,0.0,0.0,0.0,0.0,182.0,137.0,172.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,97.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,82.0,0.0,95.0,0.0,0.0,0.0,0.0,179.0,21.0,0.0,49.0,85.0,0.0,0.0,94.0,87.0,0.0,0.0,2.0,73.0,29.0,0.0,0.0,0.0,39.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,99.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,94.0,93.0,0.0,0.0,0.0,0.0,0.0,188.0
3,0.0,0.0,0.0,0.0,0.0,0.0,117.0,137.0,172.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,82.0,0.0,95.0,0.0,0.0,0.0,0.0,179.0,17.0,0.0,49.0,103.0,0.0,0.0,94.0,88.0,0.0,0.0,2.0,73.0,29.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,99.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,94.0,93.0,0.0,0.0,0.0,0.0,0.0,189.0
4,0.0,0.0,0.0,0.0,0.0,0.0,117.0,137.0,121.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,35.0,0.0,18.0,0.0,94.0,0.0,0.0,152.0,0.0,0.0,16.0,184.0,0.0,0.0,94.0,88.0,96.0,0.0,0.0,73.0,29.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,99.0,0.0,0.0,0.0,19.0,96.0,0.0,0.0,0.0,0.0,94.0,93.0,0.0,0.0,0.0,0.0,0.0,189.0
5,0.0,0.0,0.0,0.0,0.0,0.0,117.0,106.0,121.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,33.0,0.0,12.0,0.0,94.0,0.0,0.0,149.0,0.0,0.0,16.0,87.0,0.0,0.0,94.0,90.0,96.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,164.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,94.0,93.0,0.0,0.0,0.0,0.0,0.0,189.0
6,0.0,0.0,0.0,0.0,0.0,0.0,122.0,76.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,33.0,0.0,12.0,0.0,94.0,0.0,0.0,149.0,0.0,0.0,16.0,87.0,0.0,0.0,94.0,90.0,96.0,12.0,0.0,74.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,27.0,93.0,0.0,0.0,0.0,0.0,0.0,189.0
7,0.0,0.0,0.0,0.0,0.0,0.0,57.0,7.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,33.0,0.0,0.0,0.0,94.0,0.0,0.0,149.0,0.0,0.0,9.0,183.0,0.0,33.0,95.0,90.0,96.0,12.0,96.0,74.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,27.0,93.0,96.0,0.0,0.0,0.0,0.0,159.0
8,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,33.0,0.0,0.0,0.0,94.0,0.0,0.0,149.0,0.0,0.0,9.0,280.0,0.0,33.0,26.0,90.0,161.0,0.0,96.0,74.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,27.0,93.0,96.0,0.0,0.0,0.0,0.0,159.0
9,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,33.0,0.0,0.0,0.0,94.0,0.0,0.0,149.0,0.0,0.0,0.0,309.0,0.0,33.0,26.0,86.0,161.0,0.0,5.0,74.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,28.0,93.0,96.0,0.0,0.0,0.0,0.0,159.0
