account_rewards,date
0.01628177537079726,2014-09-17
-0.008459310344328957,2014-09-18
-0.013784160243735653,2014-09-19
-0.0020295435189771117,2014-09-22
0.01424435337815529,2014-09-23
-0.013847876758442705,2014-09-24
0.005478698110303527,2014-09-25
-0.002558104067619622,2014-09-26
0.0015301510684875151,2014-09-29
-0.012887187539477261,2014-09-30
-0.003293818482796581,2014-10-01
0.010408610871087598,2014-10-02
-0.000921726365123281,2014-10-03
-0.010350142095475936,2014-10-06
0.019921039726041038,2014-10-07
-0.018833339698193098,2014-10-08
-0.03401013601039584,2014-10-09
0.0015582706001997836,2014-10-13
-0.010311150012792166,2014-10-14
-0.00483596360982974,2014-10-15
0.01214241030170432,2014-10-16
0.0186509075359071,2014-10-17
0.018404667880952623,2014-10-20
-0.004539866012878353,2014-10-21
0.007535079072856496,2014-10-22
0.006018320522506735,2014-10-23
0.0027560869605914593,2014-10-24
0.007703321684768033,2014-10-27
0.0059401741874369526,2014-10-28
0.005852077440476694,2014-10-30
0.0030940519015431253,2014-10-31
0.00575910597096967,2014-11-03
-0.0003252996145785951,2014-11-04
0.00508198547555427,2014-11-05
0.0007488902264720101,2014-11-06
0.01127738999129879,2014-11-07
-0.003231718636538664,2014-11-10
-0.000982149429930991,2014-11-11
-0.0032738718733112786,2014-11-12
-0.008488759607002084,2014-11-13
0.006123338246291145,2014-11-17
-0.003701989312225491,2014-11-18
-0.00014532358414118393,2014-11-19
0.008623629828860164,2014-11-20
0.00406307438021268,2014-11-21
-0.0019209720533475247,2014-11-24
-0.0009956102166930694,2014-11-25
0.005779157580537267,2014-11-26
-0.009146373664196137,2014-11-28
0.005229179848744683,2014-12-01
-0.0005210229172230227,2014-12-02
0.00017037881062379622,2014-12-03
0.004264192677013777,2014-12-04
-0.013506771172441862,2014-12-05
0.00388774247554375,2014-12-08
-0.018222107153654986,2014-12-09
0.0016779588854241659,2014-12-10
-0.007738161176984332,2014-12-11
-0.010400294936856146,2014-12-12
-0.008658154067705781,2014-12-15
0.020448577083258073,2014-12-16
0.024872112470180206,2014-12-17
0.0030188664711053455,2014-12-18
0.0005921597384197023,2014-12-19
-0.007422325987036108,2014-12-22
0.0013896214990045865,2014-12-23
0.010801073324915639,2014-12-24
0.0027967884692394456,2014-12-26
-0.008121716114641808,2014-12-29
-0.00424198979900353,2014-12-30
-0.002768760503377696,2014-12-31
-0.00984623015789638,2015-01-02
-0.014198810302592327,2015-01-05
0.0123948728306755,2015-01-06
0.014742953810308691,2015-01-07
-0.006001020355832807,2015-01-08
-0.005930284606233016,2015-01-09
-0.0026797856522407333,2015-01-12
0.0015504719678305437,2015-01-13
-0.006352554804111641,2015-01-14
0.016804943662844542,2015-01-15
0.004905377608274169,2015-01-16
0.0032169647923139693,2015-01-20
0.0023734736235628932,2015-01-21
0.0007329437511730942,2015-01-22
0.001160248237156964,2015-01-23
-0.015785125800183698,2015-01-26
-0.01670754229920823,2015-01-27
0.009198537171022522,2015-01-28
-0.011264363789115824,2015-01-29
0.010737647624612268,2015-01-30
0.00787034819209307,2015-02-02
-0.012667041891023927,2015-02-03
0.013527084500547504,2015-02-04
