account_rewards,date
0.02201150358900821,2013-02-26
0.003254799816591048,2013-02-27
0.007182085002002551,2013-02-28
0.00973208578949174,2013-03-01
0.013017305715891013,2013-03-04
-0.0006953664356038091,2013-03-05
-0.0008846411966555382,2013-03-06
0.006949502230979036,2013-03-07
-0.001526609172272448,2013-03-08
-0.0021552555757382626,2013-03-11
0.0035115430352708993,2013-03-12
0.002779672543690665,2013-03-13
-0.005217963758330142,2013-03-14
-0.005080873571104622,2013-03-15
-0.0029183041472581345,2013-03-18
0.011596144666839484,2013-03-19
-0.005003744165927585,2013-03-20
0.010016303345464423,2013-03-21
0.0002673715875380785,2013-03-22
0.01323294702598561,2013-03-25
0.0012888316355748354,2013-03-26
0.011011647404474717,2013-03-27
-0.0030410312442181414,2013-03-28
0.0018405802764472773,2013-04-01
-0.01431287017761484,2013-04-02
0.0019005058784217668,2013-04-03
-0.008266404694463323,2013-04-04
0.009806658901094908,2013-04-05
0.0006163299092019037,2013-04-08
0.013037961290387836,2013-04-09
0.0073186725762841975,2013-04-10
-0.0011657345396244034,2013-04-11
-0.025574335363485693,2013-04-12
0.01472581838037989,2013-04-15
-0.01802073061655683,2013-04-16
-0.0022743724798473387,2013-04-17
0.014195190269906713,2013-04-18
0.0007025885066081213,2013-04-19
0.007069233135622422,2013-04-22
-0.014837736076357768,2013-04-23
0.007140105537316271,2013-04-24
-0.002665550955534048,2013-04-25
0.005075134657093568,2013-04-26
0.007978884569324803,2013-04-29
-0.008695464707176328,2013-04-30
0.007578240623231937,2013-05-01
0.013268350107517625,2013-05-02
-0.005373750058315743,2013-05-03
0.006436820198562015,2013-05-06
0.003285890469221983,2013-05-07
0.0009009301270148847,2013-05-09
-0.005420765877777103,2013-05-10
0.007851417887646648,2013-05-13
0.0018882737014680221,2013-05-14
0.014570694812220064,2013-05-16
-0.01130195272029472,2013-05-17
0.002792302495957242,2013-05-20
-1.5725247633216354e-05,2013-05-21
-0.004674398335842999,2013-05-22
-0.001514312312039028,2013-05-23
0.009988238264434983,2013-05-24
-0.01598210551932269,2013-05-28
0.003269127609996678,2013-05-29
-0.011471209929748745,2013-05-30
0.00655912572734938,2013-05-31
-0.015774284688732043,2013-06-03
-0.008709168006156696,2013-06-04
0.026310090314735413,2013-06-05
-0.009947004072588063,2013-06-07
-0.005313183321993734,2013-06-10
-0.009045449683172748,2013-06-11
0.013705171049623604,2013-06-12
-0.004627013933353581,2013-06-13
0.007187827682300537,2013-06-14
0.008999297505934133,2013-06-17
-0.048129004014531164,2013-06-18
0.007097828641245756,2013-06-20
-0.011300987360047338,2013-06-21
0.010737167236900508,2013-06-24
0.008511894286879363,2013-06-25
0.00637340565409871,2013-06-26
-0.004698654307632194,2013-06-27
0.011858249188638698,2013-06-28
0.0008849678796602106,2013-07-01
0.0016394064093900654,2013-07-02
0.01533655130768169,2013-07-03
0.001318502073322429,2013-07-05
0.005051472198764218,2013-07-08
0.011043440545937899,2013-07-09
0.015501734949630102,2013-07-10
0.000278340408794778,2013-07-11
-0.0061084752770101764,2013-07-12
-0.001439481508072262,2013-07-15
0.005119149239632331,2013-07-16
0.006835070207735482,2013-07-17
0.00026009522046036075,2013-07-18
-0.00010130901227189757,2013-07-19
-0.0038205564539710722,2013-07-22
-0.011449133847287333,2013-07-23
0.007982637721173122,2013-07-24
0.008127819014472418,2013-07-25
-0.0028991548632639912,2013-07-26
-0.000713485752973296,2013-07-29
0.003960204405576774,2013-07-30
0.013992545056041956,2013-07-31
0.00724221496803733,2013-08-01
-0.0035917902747443714,2013-08-02
-0.0032609268283809506,2013-08-05
-0.011994317386636113,2013-08-06
0.017124037600357613,2013-08-07
-0.01002167268722068,2013-08-08
-0.002629880069615865,2013-08-09
0.002735807691341901,2013-08-12
-0.006530382757716246,2013-08-13
-0.014863759391249865,2013-08-14
-0.005743964302472881,2013-08-15
-0.004217761049877394,2013-08-16
0.0030631216132204282,2013-08-19
-0.0037472644877832367,2013-08-20
0.021477068341119652,2013-08-21
0.0029158498115085156,2013-08-22
-0.0034783283001746748,2013-08-23
-0.011304223356051666,2013-08-26
0.0011044994349281134,2013-08-27
0.0022626681964510913,2013-08-28
-0.0043842819658626,2013-08-29
0.005576256167154254,2013-08-30
0.013589953175429615,2013-09-03
-0.0010874334082100752,2013-09-04
0.008211188940580172,2013-09-06
0.006662413679430705,2013-09-09
0.014756099551592114,2013-09-10
-0.0032129119210077047,2013-09-11
0.005497201571708183,2013-09-12
0.006627892023050693,2013-09-13
0.004336200455341352,2013-09-16
0.0174019671241388,2013-09-17
0.00030611506340739677,2013-09-18
-0.011349610921389988,2013-09-19
-0.0067203556779233675,2013-09-20
0.002472657528146396,2013-09-23
-0.0028064437386323532,2013-09-24
0.0008113258270131095,2013-09-25
-0.007678012677254987,2013-09-26
-0.0068820878214393396,2013-09-27
0.0012686967841661755,2013-09-30
-0.001981475720409772,2013-10-01
-0.004174585577099473,2013-10-02
0.010668709143980925,2013-10-03
-0.009727561646737728,2013-10-04
-0.00973013585257409,2013-10-07
-0.005787844817252744,2013-10-08
0.018644812286045462,2013-10-09
0.002704179232992333,2013-10-10
0.001483913469835982,2013-10-11
-0.0017690938693154285,2013-10-14
0.022922527312782097,2013-10-15
0.014439738777200343,2013-10-16
0.0072097924600772615,2013-10-17
0.0070402845002224415,2013-10-18
0.005625531173376398,2013-10-21
-0.0080906597055042,2013-10-22
0.014917339772688474,2013-10-23
0.0011776888957722776,2013-10-24
-0.001827737896585229,2013-10-25
0.008743669903362304,2013-10-28
-0.009373521185637636,2013-10-29
0.004045524607247968,2013-10-30
0.0024467609538841406,2013-10-31
0.005800270825325169,2013-11-01
0.003555983166036803,2013-11-04
-0.024409607496555564,2013-11-06
0.013670540497613166,2013-11-07
-0.003830287889955945,2013-11-08
0.0021932023908816565,2013-11-11
0.013048270965416508,2013-11-12
0.007120669228896361,2013-11-13
0.0032850562075630195,2013-11-14
-0.006253954993115943,2013-11-15
-0.008207082836965082,2013-11-18
-0.0048254852392281096,2013-11-19
0.00971684056144234,2013-11-20
0.0013595975259358378,2013-11-21
-0.005038688584111163,2013-11-22
0.009453270155942651,2013-11-25
-0.0026002806517220704,2013-11-26
-0.004963841503136147,2013-11-27
-0.005071933801930853,2013-11-29
0.001242785309218983,2013-12-02
0.0020543970378184167,2013-12-03
0.003434288810556853,2013-12-04
0.010800138357422849,2013-12-05
-0.0028176440171918237,2013-12-06
-0.008005414827679526,2013-12-09
-0.0068181097662871745,2013-12-10
0.000636063112245696,2013-12-11
0.013514608710169943,2013-12-13
0.005674359955973099,2013-12-16
0.016189898834995067,2013-12-17
-0.004556973054053181,2013-12-18
0.007681927086811858,2013-12-19
0.003474304487832705,2013-12-20
0.004391410344496365,2013-12-23
0.004917966480769121,2013-12-24
-0.0010191504172594752,2013-12-26
0.0034320625672107554,2013-12-27
0.005016116063467794,2013-12-30
-0.010186406009814715,2013-12-31
-0.002892986112521166,2014-01-02
-0.00555826242499565,2014-01-03
0.010310932940660765,2014-01-06
0.0029653490037742664,2014-01-08
0.007353931904761218,2014-01-09
-0.014952261301191209,2014-01-10
