,ADBE,ADI,ADP,ADSK,AEP,ALGN,AMD,AMGN,AMZN,ANSS,ASML,AVGO,AZN,BIIB,BKNG,BKR,CDNS,CMCSA,COST,CPRT,CSCO,CSGP,CSX,CTAS,CTSH,DLTR,DXCM,EA,EBAY,ENPH,EXC,FANG,FAST,FTNT,GILD,GOOG,GOOGL,IDXX,ILMN,INTC,INTU,ISRG,JD,KDP,KHC,KLAC,LRCX,LULU,MAR,MCHP,MDLZ,MELI,MNST,MRNA,MSFT,MU,NFLX,NTES,NVDA,NXPI,OKTA,ORLY,PAYX,PCAR,PDD,PEP,PFE,PG,PYPL,QCOM,REGN,ROST,SBUX,SGEN,SIRI,SNPS,SPLK,SWKS,TCOM,TMUS,TSLA,TXN,VRSK,VRSN,VRTX,WBA,WDAY,XEL
0,39.0,0.0,72.0,74.0,88.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,63.0,54.0,0.0,0.0,0.0,91.0,0.0,45.0,94.0,0.0,0.0,34.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,87.0,68.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,65.0,0.0,0.0,0.0,95.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,60.0,98.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,60.0
1,0.0,0.0,72.0,0.0,88.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,54.0,0.0,0.0,0.0,65.0,0.0,0.0,183.0,0.0,0.0,34.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,16.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,98.0,87.0,0.0,95.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,98.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,93.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,146.0
2,3.0,56.0,83.0,86.0,68.0,82.0,0.0,0.0,32.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,45.0,53.0,0.0,0.0,93.0,187.0,0.0,4.0,107.0,49.0,28.0,0.0,55.0,30.0,0.0,3.0,0.0,0.0,91.0,0.0,79.0,59.0,0.0,0.0,0.0,0.0,0.0,46.0,42.0,0.0,0.0,0.0,72.0,0.0,0.0,123.0,8.0,124.0,0.0,68.0,78.0,7.0,53.0,0.0,17.0,0.0,88.0,30.0,0.0,0.0,5.0,40.0,0.0,156.0,0.0,0.0,0.0,0.0,3.0,0.0,70.0,76.0,24.0,114.0,90.0,0.0,0.0,0.0,52.0,13.0,0.0,71.0
3,3.0,117.0,83.0,86.0,41.0,78.0,0.0,0.0,99.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,92.0,163.0,145.0,0.0,30.0,181.0,0.0,82.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,59.0,77.0,0.0,42.0,0.0,52.0,46.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,64.0,90.0,30.0,0.0,161.0,32.0,71.0,57.0,53.0,90.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,84.0,156.0,55.0,0.0,83.0,74.0,99.0,0.0,123.0,21.0,0.0,69.0,11.0,0.0,55.0,0.0,10.0,2.0,0.0,21.0
4,3.0,117.0,83.0,0.0,0.0,174.0,0.0,0.0,5.0,0.0,0.0,154.0,63.0,0.0,0.0,0.0,0.0,53.0,0.0,92.0,163.0,112.0,0.0,30.0,181.0,0.0,43.0,0.0,0.0,0.0,94.0,0.0,0.0,93.0,78.0,0.0,0.0,59.0,15.0,0.0,42.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,64.0,90.0,0.0,0.0,161.0,2.0,71.0,0.0,0.0,79.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,84.0,156.0,146.0,0.0,68.0,74.0,102.0,0.0,123.0,21.0,0.0,10.0,0.0,0.0,55.0,0.0,107.0,0.0,0.0,0.0
5,75.0,117.0,0.0,0.0,0.0,147.0,0.0,0.0,5.0,0.0,0.0,154.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,163.0,16.0,1.0,11.0,181.0,0.0,26.0,0.0,9.0,0.0,189.0,0.0,69.0,75.0,19.0,0.0,0.0,43.0,0.0,0.0,6.0,0.0,0.0,116.0,0.0,0.0,0.0,82.0,140.0,0.0,85.0,146.0,90.0,0.0,0.0,86.0,2.0,71.0,0.0,0.0,79.0,0.0,6.0,0.0,0.0,0.0,87.0,0.0,22.0,70.0,65.0,0.0,65.0,0.0,83.0,0.0,83.0,21.0,0.0,10.0,0.0,0.0,0.0,88.0,107.0,78.0,0.0,0.0
6,75.0,117.0,0.0,0.0,0.0,50.0,74.0,0.0,5.0,0.0,0.0,242.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,112.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,9.0,0.0,109.0,0.0,69.0,25.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,86.0,82.0,117.0,0.0,48.0,146.0,90.0,0.0,0.0,87.0,2.0,148.0,0.0,0.0,79.0,79.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,65.0,47.0,0.0,0.0,17.0,0.0,175.0,21.0,0.0,0.0,0.0,0.0,0.0,88.0,69.0,75.0,0.0,0.0
7,23.0,34.0,0.0,90.0,0.0,50.0,157.0,0.0,5.0,0.0,0.0,169.0,112.0,0.0,0.0,0.0,0.0,0.0,52.0,107.0,95.0,0.0,77.0,0.0,199.0,82.0,5.0,0.0,0.0,0.0,68.0,68.0,64.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,71.0,0.0,52.0,0.0,0.0,86.0,0.0,117.0,90.0,48.0,146.0,90.0,94.0,0.0,171.0,75.0,122.0,0.0,78.0,79.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,83.0,0.0,1.0,86.0,0.0,0.0,0.0,0.0,77.0,0.0,44.0,8.0,74.0,0.0,0.0
8,0.0,130.0,0.0,90.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,169.0,112.0,0.0,0.0,0.0,0.0,0.0,148.0,107.0,22.0,0.0,77.0,0.0,119.0,82.0,3.0,0.0,0.0,0.0,26.0,68.0,64.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,71.0,0.0,52.0,46.0,0.0,86.0,0.0,68.0,90.0,0.0,146.0,93.0,94.0,0.0,171.0,8.0,122.0,0.0,37.0,169.0,151.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,83.0,0.0,1.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,8.0,47.0,0.0,0.0
9,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,74.0,201.0,5.0,0.0,0.0,0.0,0.0,106.0,23.0,114.0,0.0,72.0,0.0,29.0,161.0,0.0,0.0,0.0,0.0,106.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,71.0,0.0,52.0,46.0,0.0,182.0,0.0,166.0,90.0,0.0,146.0,49.0,95.0,0.0,173.0,4.0,55.0,0.0,24.0,251.0,52.0,0.0,92.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,8.0,0.0,77.0,1.0,96.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,96.0
