account_value,date,daily_return
100000.0,2014-10-09,
94833.09835288128,2014-10-13,-0.05166901647118716
94729.7964211058,2014-10-14,-0.0010893025069272921
94248.671190266,2014-10-15,-0.005078921828365779
94200.91716137632,2014-10-16,-0.0005066811901600632
95265.44380267855,2014-10-17,0.011300597418585578
96320.92021422333,2014-10-20,0.011079320784260105
98307.5410933966,2014-10-21,0.02062501972318076
96870.29947476333,2014-10-22,-0.014619851159412334
98249.92539482063,2014-10-23,0.01424199086342992
99948.28707008308,2014-10-24,0.01728613704730586
99954.12720797237,2014-10-27,5.843159558294175e-05
101231.46305773435,2014-10-28,0.012779220682946457
100891.62307689367,2014-10-30,-0.003357058868613483
102147.23820851026,2014-10-31,0.012445187155524673
102340.97257492719,2014-11-03,0.0018966187418740788
101256.84277842221,2014-11-04,-0.010593311449246245
101799.16966650663,2014-11-05,0.0053559529726912025
102435.57486174283,2014-11-06,0.0062515755022469754
102270.42683003125,2014-11-07,-0.0016122136468162962
103269.80279753385,2014-11-10,0.00977189592807215
103837.99416161526,2014-11-11,0.005502008803051517
103912.86997796048,2014-11-12,0.0007210830385329103
103482.38898755063,2014-11-13,-0.004142711008762956
102728.16553092946,2014-11-17,-0.007288423315313208
103505.13242698659,2014-11-18,0.0075633288304286506
103324.66108251561,2014-11-19,-0.0017435980249412841
103154.64109970082,2014-11-20,-0.0016454927703949407
103986.09390712727,2014-11-21,0.00806025592801829
104701.24948907841,2014-11-24,0.006877415576258317
104757.62052775372,2014-11-25,0.0005383989107139442
101292.31622696866,2014-11-26,-0.033079257464300627
101909.86786437978,2014-11-28,0.006096727376905475
100587.74448395718,2014-12-01,-0.012973457900878227
100972.97960163106,2014-12-02,0.0038298414946098536
101341.86561490412,2014-12-03,0.0036533141314480932
101003.6807882997,2014-12-04,-0.003337069280819449
101466.08874775423,2014-12-05,0.004578129785425489
100728.79768071385,2014-12-08,-0.007266379103990972
101031.92809943107,2014-12-09,0.0030093719541661734
99649.02513750194,2014-12-10,-0.013687781555234091
100446.45548615254,2014-12-11,0.008002389863325243
99218.38494580176,2014-12-12,-0.012226121214601537
98340.44580298963,2014-12-15,-0.00884855305084542
97662.67697941088,2014-12-16,-0.006892065803083325
99545.28106402539,2014-12-17,0.019276597189849642
101356.91728311854,2014-12-18,0.018199117022211775
101605.02883004797,2014-12-19,0.002447899497933559
102088.37914139961,2014-12-22,0.004757149492670587
101472.58350995996,2014-12-23,-0.006031985585614241
101326.9391150513,2014-12-24,-0.0014353078424811372
101361.61400747683,2014-12-26,0.000342208032023672
101466.868614422,2014-12-29,0.0010384069746305347
100569.41606187772,2014-12-30,-0.008844784162548969
99878.64971600955,2014-12-31,-0.006868552815730511
99531.01386211917,2015-01-02,-0.0034805822353308757
97816.32130245943,2015-01-05,-0.017227721220996695
97030.9262810623,2015-01-06,-0.008029283977758594
98254.47270250734,2015-01-07,0.012609860261468375
99866.75952053483,2015-01-08,0.016409296937648143
98432.1027016681,2015-01-09,-0.014365709128388526
98223.42496252473,2015-01-12,-0.0021200170819863917
98504.78874183114,2015-01-13,0.00286452828756234
98004.75167632516,2015-01-14,-0.005076271640118146
95794.32675433572,2015-01-15,-0.02255426276972461
98479.27967286523,2015-01-16,0.028028308246427436
100161.38540101465,2015-01-20,0.017080808610066445
100426.6531183761,2015-01-21,0.002648403037751601
100768.9403202575,2015-01-22,0.0034083302714265074
101085.23453909141,2015-01-23,0.0031388066385205082
101774.9082055277,2015-01-26,0.006822694427934151
100755.49321378316,2015-01-27,-0.010016368569803924
99141.20263911912,2015-01-28,-0.01602186166900932
99170.57965130443,2015-01-29,0.00029631486610304236
99236.00984643366,2015-01-30,0.0006597742532037376
100362.11125288736,2015-02-02,0.01134770944737018
101922.7169543909,2015-02-03,0.015549749621858844
101044.54600019296,2015-02-04,-0.008616047338994126
103029.08865193445,2015-02-05,0.019640274812434688
102317.85323368943,2015-02-06,-0.006903248660655503
101439.41548654724,2015-02-09,-0.008585380941641518
102122.3663564184,2015-02-10,0.006732598631364661
102805.13341060786,2015-02-11,0.006685773925434901
103543.87930862783,2015-02-12,0.007185885310506679
104278.1989171422,2015-02-13,0.007091868813661417
104606.85162156216,2015-02-17,0.0031516914161617837
105013.89766731032,2015-02-18,0.003891198706760912
106033.81041999068,2015-02-19,0.009712169296977269
106550.35770984473,2015-02-20,0.00487153378538463
106768.70571513951,2015-02-23,0.0020492470413790986
106677.2738909322,2015-02-24,-0.0008563541497941252
107016.03764291585,2015-02-25,0.0031755943850795276
106795.98805900395,2015-02-26,-0.0020562299703726916
105872.31468482793,2015-02-27,-0.008648951996826915
106629.61520095647,2015-03-02,0.007152960794169383
105643.36785550893,2015-03-03,-0.00924928167084571
105145.81022361542,2015-03-04,-0.004709785782047615
105959.31133316668,2015-03-05,0.0077368856431005995
104441.30314199564,2015-03-06,-0.014326331231032552
104740.67213526365,2015-03-09,0.0028663850819727887
103188.83306983068,2015-03-10,-0.014816012097276787
103081.02611830784,2015-03-11,-0.0010447540525038157
104063.98760083273,2015-03-12,0.009535813908145618
103903.72932603909,2015-03-13,-0.001539997442807528
105924.41241148068,2015-03-16,0.019447647341905183
105986.5669677551,2015-03-17,0.0005867821672020934
106653.05129983976,2015-03-18,0.006288384944928227
107151.796269923,2015-03-19,0.004676331000423861
108925.94962027624,2015-03-20,0.016557383190142883
107991.26951506689,2015-03-23,-0.008580876351941047
107800.70390942648,2015-03-24,-0.0017646389980980892
105336.54125454977,2015-03-25,-0.02285850245418697
105404.62455609396,2015-03-26,0.0006463407734231819
106030.80994847372,2015-03-27,0.005940777219376248
106278.78128674581,2015-03-31,0.0023386724895584354
105990.53581669882,2015-04-01,-0.002712163863351935
106485.42991259649,2015-04-02,0.004669229116395446
106659.88751485899,2015-04-06,0.001638323688092358
106805.98239639356,2015-04-07,0.0013697265667398373
107983.45048358991,2015-04-08,0.011024364560651367
108578.05377343252,2015-04-09,0.0055064298017868385
109808.8918395336,2015-04-10,0.01133597465901759
109795.30747130468,2015-04-13,-0.00012370918239268391
109283.12204483106,2015-04-14,-0.0046649118097098485
110086.44826033666,2015-04-15,0.007350871758367683
110896.027092963,2015-04-16,0.007354028088105924
109577.76562264517,2015-04-17,-0.011887364271514933
110938.70223310545,2015-04-20,0.012419824429957371
112237.73503187254,2015-04-21,0.011709464529678248
112439.8745913799,2015-04-22,0.0018009946427550716
112299.43816018762,2015-04-23,-0.0012489913538470399
112077.29251884212,2015-04-24,-0.00197815452138439
111266.65299189826,2015-04-27,-0.007232861436294757
111803.0351230609,2015-04-28,0.004820690806630834
110584.31310975163,2015-04-29,-0.010900616534853635
109442.96592780451,2015-04-30,-0.010321058655167192
110754.77908948367,2015-05-01,0.011986272032727063
110896.5709538788,2015-05-04,0.0012802324699738854
109117.06449702685,2015-05-05,-0.016046541759997646
108944.01780036394,2015-05-06,-0.0015858811585571786
109883.37836030428,2015-05-07,0.008622415245063575
111426.65655425494,2015-05-08,0.014044691899536277
111307.25966504519,2015-05-11,-0.0010715289581681997
110782.28917816584,2015-05-12,-0.00471640833184761
111018.63009193842,2015-05-13,0.002133381748345098
112287.83022526209,2015-05-14,0.011432316650571206
112221.90384319727,2015-05-15,-0.0005871195652508154
112318.23176142332,2015-05-18,0.0008583700233837366
112196.80956982808,2015-05-19,-0.0010810550494878557
111777.11180951778,2015-05-20,-0.003740728118022729
112467.06154345801,2015-05-21,0.006172549306122654
112786.49562485854,2015-05-22,0.0028402456418503697
111809.94424871895,2015-05-26,-0.008658406937189667
113112.52776409051,2015-05-27,0.011649979115220699
113343.00756239565,2015-05-28,0.002037615133010151
112726.86721904276,2015-05-29,-0.0054360684139574955
114008.75162930443,2015-06-01,0.011371596158800346
113042.5266062921,2015-06-02,-0.008475007481478114
112943.94231336462,2015-06-04,-0.0008720991638025977
113802.04192841073,2015-06-05,0.00759757094953617
113262.31500307436,2015-06-08,-0.00474268225939134
113218.8499591825,2015-06-09,-0.00038375556680680933
113469.90742033871,2015-06-10,0.002217452846824841
113894.28841272111,2015-06-11,0.0037400311856281565
113839.01248896412,2015-06-12,-0.00048532656489930215
113147.15950414578,2015-06-15,-0.0060774682570741145
113510.94697433712,2015-06-16,0.003215171037307396
113917.534693905,2015-06-17,0.0035819251834787735
115448.82368532907,2015-06-18,0.013442083306477892
115138.77498145937,2015-06-19,-0.0026855943089968415
116081.97665598227,2015-06-22,0.008191868244861844
115780.75149584332,2015-06-23,-0.0025949347936387035
114969.49913004323,2015-06-24,-0.007006798239940659
114949.00479069041,2015-06-25,-0.00017825892526190934
114742.79883714189,2015-06-26,-0.001793890725056646
111909.00258672914,2015-06-29,-0.024696942022783053
113075.29035849881,2015-06-30,0.010421751108592003
113351.29328978377,2015-07-01,0.002440877493304905
113642.37221285088,2015-07-02,0.002567936497406942
112967.06494866702,2015-07-06,-0.00594238971815042
113590.097895042,2015-07-07,0.005515173353030756
112166.7646318722,2015-07-08,-0.012530434338431262
112514.25583859181,2015-07-09,0.0030979872501455397
112972.72276050782,2015-07-10,0.004074745182279127
114316.36950274139,2015-07-13,0.011893550136717446
115172.76048526124,2015-07-14,0.00749141165211098
114819.31358278196,2015-07-15,-0.0030688411130382898
115414.37439239424,2015-07-16,0.00518258462835397
115701.77130846393,2015-07-17,0.0024901310394194187
116984.19583421867,2015-07-20,0.011083879799348662
116991.9351168706,2015-07-21,6.615665130449422e-05
118379.37527348366,2015-07-22,0.011859280344641343
119729.33829023209,2015-07-23,0.01140370113991307
119182.30791522827,2015-07-24,-0.0045688916585989725
118437.57605220642,2015-07-27,-0.006248677979550088
120847.94465448227,2015-07-28,0.02035138410138826
121384.32278110352,2015-07-29,0.004438454689112081
122318.07860090792,2015-07-30,0.007692556982735521
122159.16301832728,2015-07-31,-0.0012991994674731444
122027.26821409335,2015-08-03,-0.0010796963647675684
122081.14984088117,2015-08-04,0.0004415539868785068
123402.24863248043,2015-08-05,0.010821480575184284
121340.98556642704,2015-08-06,-0.016703610257478352
122135.20714049511,2015-08-07,0.006545369401448342
123011.67895679646,2015-08-10,0.007176242107594044
122340.86376171284,2015-08-11,-0.005453264281672143
122470.55335505003,2015-08-12,0.00106006766136435
