,ADBE,ADI,ADP,ADSK,AEP,ALGN,AMD,AMGN,AMZN,ANSS,ASML,AVGO,AZN,BIIB,BKNG,BKR,CDNS,CMCSA,COST,CPRT,CSCO,CSGP,CSX,CTAS,CTSH,DLTR,DXCM,EA,EBAY,ENPH,EXC,FANG,FAST,FTNT,GILD,GOOG,GOOGL,IDXX,ILMN,INTC,INTU,ISRG,JD,KDP,KHC,KLAC,LRCX,LULU,MAR,MCHP,MDLZ,MELI,MNST,MRNA,MSFT,MU,NFLX,NTES,NVDA,NXPI,OKTA,ORLY,PAYX,PCAR,PDD,PEP,PFE,PG,PYPL,QCOM,REGN,ROST,SBUX,SGEN,SIRI,SNPS,SPLK,SWKS,TCOM,TMUS,TSLA,TXN,VRSK,VRSN,VRTX,WBA,WDAY,XEL
0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,51.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,2.0,0.0,0.0,92.0,69.0,0.0,51.0,0.0,95.0,91.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,82.0,0.0,88.0,0.0,0.0,0.0,54.0,1.0,0.0,0.0,72.0,82.0,0.0,0.0,52.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,57.0,91.0,67.0,86.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,21.0,85.0
1,0.0,0.0,0.0,15.0,0.0,82.0,89.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,51.0,88.0,0.0,91.0,6.0,0.0,0.0,7.0,69.0,0.0,51.0,0.0,27.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,48.0,0.0,0.0,0.0,166.0,0.0,88.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,165.0,76.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,91.0,39.0,86.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,42.0,0.0,84.0,21.0,34.0
2,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,126.0,0.0,0.0,76.0,0.0,0.0,0.0,33.0,0.0,83.0,6.0,0.0,64.0,0.0,69.0,96.0,33.0,0.0,27.0,187.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,166.0,0.0,88.0,1.0,0.0,0.0,0.0,0.0,86.0,0.0,251.0,76.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,72.0,76.0,0.0,0.0,0.0,0.0,61.0,139.0,0.0,78.0,0.0,0.0,81.0,0.0,0.0,180.0,0.0,77.0,0.0,21.0,0.0,34.0
3,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,126.0,80.0,0.0,168.0,0.0,0.0,0.0,33.0,0.0,44.0,6.0,0.0,5.0,1.0,165.0,96.0,0.0,0.0,27.0,268.0,0.0,0.0,0.0,74.0,68.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,245.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,186.0,76.0,0.0,74.0,0.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,151.0,0.0,0.0,0.0,0.0,81.0,17.0,71.0,1.0,38.0,0.0,0.0,81.0,36.0,87.0,95.0,93.0,77.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,126.0,77.0,0.0,168.0,0.0,11.0,0.0,0.0,0.0,44.0,6.0,0.0,0.0,1.0,165.0,95.0,0.0,0.0,21.0,236.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,27.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,125.0,76.0,0.0,74.0,0.0,83.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,81.0,0.0,71.0,4.0,20.0,0.0,0.0,0.0,56.0,24.0,30.0,187.0,59.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,126.0,66.0,0.0,168.0,0.0,11.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,81.0,95.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,76.0,0.0,74.0,0.0,46.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,99.0,0.0,0.0,0.0,81.0,0.0,27.0,0.0,20.0,0.0,0.0,0.0,56.0,9.0,22.0,130.0,154.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,109.0,0.0,0.0,252.0,0.0,11.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,50.0,95.0,0.0,84.0,0.0,145.0,0.0,0.0,0.0,144.0,1.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,87.0,52.0,73.0,0.0,74.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,231.0,83.0,0.0,0.0,0.0,81.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,130.0,154.0,0.0,0.0,38.0,0.0
7,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,83.0,109.0,0.0,0.0,252.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,88.0,0.0,84.0,0.0,98.0,0.0,0.0,0.0,125.0,1.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,48.0,114.0,52.0,59.0,0.0,35.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,231.0,83.0,0.0,0.0,0.0,81.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,74.0,154.0,0.0,0.0,15.0,0.0
8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,180.0,56.0,0.0,0.0,252.0,0.0,11.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,38.0,88.0,0.0,85.0,0.0,98.0,0.0,0.0,0.0,125.0,1.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,48.0,202.0,52.0,59.0,0.0,35.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,55.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,67.0,0.0,0.0,15.0,1.0
9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,180.0,46.0,0.0,0.0,178.0,0.0,9.0,0.0,0.0,0.0,95.0,0.0,93.0,0.0,0.0,39.0,57.0,0.0,63.0,0.0,98.0,0.0,0.0,0.0,45.0,2.0,0.0,92.0,0.0,48.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,98.0,6.0,0.0,0.0,48.0,202.0,52.0,151.0,0.0,35.0,0.0,0.0,57.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,231.0,55.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,15.0,90.0
