,ADBE,ADI,ADP,ADSK,AEP,ALGN,AMD,AMGN,AMZN,ANSS,ASML,AVGO,AZN,BIIB,BKNG,BKR,CDNS,CMCSA,COST,CPRT,CSCO,CSGP,CSX,CTAS,CTSH,DLTR,DXCM,EA,EBAY,ENPH,EXC,FANG,FAST,FTNT,GILD,GOOG,GOOGL,IDXX,ILMN,INTC,INTU,ISRG,JD,KDP,KHC,KLAC,LRCX,LULU,MAR,MCHP,MDLZ,MELI,MNST,MRNA,MSFT,MU,NFLX,NTES,NVDA,NXPI,OKTA,ORLY,PAYX,PCAR,PDD,PEP,PFE,PG,PYPL,QCOM,REGN,ROST,SBUX,SGEN,SIRI,SNPS,SPLK,SWKS,TCOM,TMUS,TSLA,TXN,VRSK,VRSN,VRTX,WBA,WDAY,XEL
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,63.0,0.0,94.0,0.0,86.0,0.0,74.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,93.0,0.0,68.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,94.0,0.0,0.0,80.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,79.0,0.0,82.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,91.0,0.0,0.0,0.0,3.0,0.0,91.0,0.0,0.0,69.0,0.0,98.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,20.0,0.0,191.0,95.0,86.0,0.0,74.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,6.0,0.0,47.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,9.0,0.0,0.0,101.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,79.0,0.0,180.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,69.0,0.0,98.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,191.0,95.0,51.0,0.0,74.0,93.0,0.0,0.0,1.0,0.0,0.0,0.0,99.0,0.0,76.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,9.0,0.0,0.0,101.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,1.0,59.0,0.0,95.0,0.0,0.0,0.0,0.0,79.0,0.0,180.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,98.0,0.0,0.0,98.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,49.0,191.0,95.0,51.0,0.0,74.0,93.0,0.0,0.0,1.0,0.0,0.0,0.0,99.0,0.0,76.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,9.0,0.0,0.0,101.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,6.0,41.0,0.0,95.0,0.0,0.0,0.0,0.0,79.0,0.0,180.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,98.0,0.0,0.0,99.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,49.0,191.0,95.0,0.0,0.0,74.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,76.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,27.0,0.0,101.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,6.0,41.0,0.0,95.0,0.0,0.0,0.0,0.0,13.0,0.0,180.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,117.0,0.0,90.0,0.0,90.0,0.0,91.0,0.0,68.0,0.0,0.0,194.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,49.0,191.0,95.0,0.0,0.0,29.0,93.0,0.0,0.0,0.0,3.0,0.0,0.0,99.0,0.0,76.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,27.0,0.0,101.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,6.0,41.0,0.0,95.0,0.0,0.0,0.0,0.0,13.0,0.0,180.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,117.0,0.0,90.0,0.0,90.0,0.0,91.0,0.0,68.0,0.0,0.0,194.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,49.0,288.0,8.0,0.0,0.0,29.0,93.0,0.0,0.0,0.0,3.0,0.0,0.0,99.0,0.0,76.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,32.0,27.0,0.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,41.0,0.0,95.0,0.0,0.0,0.0,0.0,13.0,0.0,180.0,0.0,0.0,0.0,0.0,63.0,1.0,0.0,28.0,0.0,90.0,0.0,90.0,0.0,91.0,0.0,68.0,0.0,0.0,194.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,49.0,288.0,106.0,0.0,0.0,29.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,74.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,10.0,27.0,0.0,199.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,21.0,0.0,90.0,0.0,90.0,0.0,91.0,0.0,68.0,0.0,0.0,194.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,49.0,251.0,106.0,0.0,0.0,4.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,74.0,102.0,0.0,0.0,0.0,97.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,26.0,83.0,290.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,53.0,5.0,0.0,117.0,0.0,75.0,0.0,90.0,0.0,91.0,0.0,68.0,0.0,0.0,194.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,49.0,251.0,106.0,0.0,0.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,103.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,26.0,83.0,384.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,53.0,1.0,0.0,117.0,0.0,19.0,0.0,34.0,0.0,79.0,0.0,68.0,0.0,0.0,168.0
