account_rewards,date
-0.004532927329348313,2013-07-25
-0.002793342336717728,2013-07-26
0.004460155200734751,2013-07-29
0.0029401980108371742,2013-07-30
0.011368827904153674,2013-07-31
0.002547582640463639,2013-08-01
-0.0009009387129235675,2013-08-02
-0.005190611793356213,2013-08-05
-0.007325145468266313,2013-08-06
0.0049040131703289025,2013-08-07
-0.00625237442022736,2013-08-08
0.0012062663550204819,2013-08-09
0.00635532631129366,2013-08-12
-0.008380044856223916,2013-08-13
-0.019092729009730865,2013-08-14
-0.010216618238254241,2013-08-15
-0.0028740560910410764,2013-08-16
0.0049537467534956905,2013-08-19
-0.005477406364483225,2013-08-20
0.015931257485961192,2013-08-21
0.0036495900040934936,2013-08-22
-0.001116069925268411,2013-08-23
-0.008984772484644972,2013-08-26
0.0016011166109112197,2013-08-27
0.0018580624807623925,2013-08-28
-0.0030731470303677986,2013-08-29
0.00040716472469652117,2013-08-30
0.013990417594727174,2013-09-03
-0.0035125778034744,2013-09-04
0.005757419994225153,2013-09-06
0.009292638461004813,2013-09-09
0.008366481098032811,2013-09-10
-0.0022141703032010963,2013-09-11
0.004471161234537994,2013-09-12
0.008306660009428491,2013-09-13
0.0031431625910293606,2013-09-16
0.017383952892933516,2013-09-17
-6.348430020587137e-05,2013-09-18
-0.007728686082706859,2013-09-19
-0.0025958494511927163,2013-09-20
0.0010115098063447337,2013-09-23
-0.004158226756663873,2013-09-24
0.0004798813507636632,2013-09-25
-0.003472449160448833,2013-09-26
-0.005330677872409091,2013-09-27
0.0032089759679102565,2013-09-30
-0.0014371761822057378,2013-10-01
-0.007556507116892195,2013-10-02
0.007840381395153886,2013-10-03
-0.0076876853924643575,2013-10-04
-0.00442189710372771,2013-10-07
-0.00031582435294935586,2013-10-08
0.018632152404296172,2013-10-09
0.0021710409122362886,2013-10-10
0.0043713472869978485,2013-10-11
-0.0076588787071037254,2013-10-14
0.016920912490544695,2013-10-15
0.014870776110038971,2013-10-16
0.005346521896395531,2013-10-17
0.0020958038541738413,2013-10-18
0.008564867940239968,2013-10-21
-0.0074449531619815105,2013-10-22
0.002750998742232999,2013-10-23
0.0031495112765614806,2013-10-24
0.00010642428206834482,2013-10-25
0.009713799699805799,2013-10-28
-0.007596437217522362,2013-10-29
0.001398814165673177,2013-10-30
-0.0005526866922395277,2013-10-31
0.0011469966029503127,2013-11-01
-0.00402431799065487,2013-11-04
-0.020613000736157967,2013-11-06
0.012527710726727821,2013-11-07
-0.005745984774601871,2013-11-08
0.0018709448272328198,2013-11-11
0.013038134106378269,2013-11-12
0.004591644809078291,2013-11-13
0.0014938647508237412,2013-11-14
-0.0044578393684956,2013-11-15
-0.00843623899806766,2013-11-18
-0.004973580318591358,2013-11-19
0.0045059958300310765,2013-11-20
0.0020136577656306534,2013-11-21
-0.0027697134240878794,2013-11-22
0.00631450301582413,2013-11-25
-0.0014348951383709849,2013-11-26
