account_rewards,date
0.002296406501161546,2013-11-26
-0.0003792047996218601,2013-11-27
0.00016517975567680496,2013-11-29
-0.0047279310829256346,2013-12-02
-0.0021729816228832455,2013-12-03
-0.0024505905671905375,2013-12-04
0.008782649364735847,2013-12-05
-0.0031002957198663712,2013-12-06
-0.005363539922227888,2013-12-09
-0.007361462752915043,2013-12-10
0.0006010739364921221,2013-12-11
0.004296844636882785,2013-12-13
-0.000209435328713891,2013-12-16
0.016398186426378154,2013-12-17
-0.002505589163170163,2013-12-18
0.005892243148056523,2013-12-19
0.005068922204062227,2013-12-20
-0.0009537878694960731,2013-12-23
0.005862166099068114,2013-12-24
-0.0023259859715966612,2013-12-26
-0.0010495817854342382,2013-12-27
0.004146264646857496,2013-12-30
-0.0070772535041060715,2013-12-31
-0.0029025928999101428,2014-01-02
-0.006977958511113478,2014-01-03
0.01021882548433529,2014-01-06
0.001670323489293225,2014-01-08
0.006312952512116562,2014-01-09
-0.014017390920906054,2014-01-10
0.02876210444513293,2014-01-13
0.005300225496823009,2014-01-15
-0.00026541004314517054,2014-01-16
0.0028851549867974025,2014-01-17
0.004617112991015516,2014-01-21
-0.003352925408378231,2014-01-22
-0.02503352402732869,2014-01-23
-0.011600269952941288,2014-01-24
0.0025188214614461023,2014-01-27
-0.012503892236086686,2014-01-28
0.02422586156234578,2014-01-29
-0.004318028848165738,2014-01-30
-0.019921937761245078,2014-01-31
0.0024418052387939777,2014-02-03
-0.006839713292548356,2014-02-04
0.039923717622914676,2014-02-05
0.006401302381282903,2014-02-07
0.03225324405590498,2014-02-10
-0.0049493967697724316,2014-02-11
0.014601626894705034,2014-02-12
-0.0020588086354724968,2014-02-13
0.006835652668097035,2014-02-19
0.009707086504888308,2014-02-20
0.015768501072359137,2014-02-21
-0.0111298340105798,2014-02-24
0.0009446073743093358,2014-02-25
-0.005908159015699483,2014-02-27
-0.002319219975751817,2014-02-28
0.026569276588700657,2014-03-03
0.000761942822125506,2014-03-04
-0.005474293981395783,2014-03-05
-0.008357800242218202,2014-03-06
-0.0010299024395543307,2014-03-07
-0.002978719021812727,2014-03-10
0.009376581060569695,2014-03-11
-0.015787854771863626,2014-03-12
-0.003497233297001518,2014-03-13
0.008157853583156073,2014-03-14
0.010785563621142873,2014-03-17
-0.007860397714138349,2014-03-18
0.006026303856781556,2014-03-19
-0.023020396752008336,2014-03-20
-0.01690782560296355,2014-03-21
0.005192902945548676,2014-03-24
-0.0009133114656548262,2014-03-25
0.00023355920967003382,2014-03-26
-0.004952775894258898,2014-03-27
0.00256999170414062,2014-03-28
0.010762494910830834,2014-03-31
0.0015140723584097242,2014-04-01
-0.008544062312193427,2014-04-02
-0.02198916638059614,2014-04-03
-0.014096167196731098,2014-04-04
0.006521525361538765,2014-04-07
0.018878910192216207,2014-04-08
-0.026780188046776808,2014-04-09
-0.014242832655246696,2014-04-10
0.005629003679457958,2014-04-11
0.003363163335645134,2014-04-14
0.006964027223443769,2014-04-15
0.006426117521459126,2014-04-16
0.015636234082722984,2014-04-17
-0.0006067557292323115,2014-04-22
0.002510395145558774,2014-04-23
-0.022824140450274685,2014-04-24
0.004741064620603233,2014-04-25
0.00602312142248721,2014-04-29
-0.0015263279030397101,2014-04-30
0.0009764035206178595,2014-05-01
0.000655942373854012,2014-05-02
-0.0060322512842796135,2014-05-05
0.02387784028206366,2014-05-06
-0.002687885211520844,2014-05-07
-0.001672188904276155,2014-05-08
0.014789933135366163,2014-05-09
-0.007810518326255942,2014-05-12
-0.0014690492825921075,2014-05-13
-0.007837369620730337,2014-05-14
0.008988473582792386,2014-05-15
0.002501516927110941,2014-05-16
-0.007970714175931388,2014-05-19
0.006555987408732371,2014-05-20
0.0041765826095014995,2014-05-21
0.004103717856725268,2014-05-22
0.014109399169171671,2014-05-23
-0.005742834510182525,2014-05-27
0.006308653996699493,2014-05-28
-0.00017288726342972553,2014-05-29
0.002766112939061688,2014-05-30
0.004415808302969384,2014-06-02
0.004359044164703685,2014-06-03
0.0013549945141149635,2014-06-04
0.007464357830927205,2014-06-05
0.005776729156920194,2014-06-06
-0.007916618553471458,2014-06-09
0.0034936647877594597,2014-06-10
-0.008923058913016407,2014-06-11
0.003480016521600445,2014-06-12
0.001240412155016902,2014-06-13
0.0006275087597676485,2014-06-16
0.003281849914613318,2014-06-17
-0.00807340656049264,2014-06-18
6.667399215950239e-05,2014-06-19
-0.003670069777815657,2014-06-20
-0.00591341457812075,2014-06-23
0.003005745285552389,2014-06-24
0.0019576290393258492,2014-06-25
0.004505474433041335,2014-06-26
0.012601486941119218,2014-06-27
0.01938697221947175,2014-06-30
-0.0008200874483035331,2014-07-01
0.009432872302181292,2014-07-02
-0.002780130275770829,2014-07-03
-0.007371369720108826,2014-07-07
0.004034875183329722,2014-07-08
-0.0012498555989897645,2014-07-09
0.005437435319893842,2014-07-10
0.0038053143262860205,2014-07-11
-0.00956156215010023,2014-07-14
-0.0010447337676557078,2014-07-15
-0.00940964010422238,2014-07-16
0.014469975612020012,2014-07-17
-0.001669714651422994,2014-07-18
0.003243891619931749,2014-07-21
-0.0037060403909993742,2014-07-22
-0.0005544097998519442,2014-07-23
-0.007358963776805332,2014-07-24
-0.0006380477287228119,2014-07-25
-0.00218331418053864,2014-07-28
-0.006539054787093895,2014-07-29
-0.020458751766184745,2014-07-30
-0.004621949795489014,2014-07-31
0.005261250330466563,2014-08-01
-0.009485189381467621,2014-08-04
-0.0016730555699990145,2014-08-05
