account_rewards,date
-0.04565909175573281,2014-10-09
0.006550956439727506,2014-10-13
-0.0027709060724097814,2014-10-14
-0.002143399640378801,2014-10-15
0.017321849856636783,2014-10-16
0.012521370874436367,2014-10-17
0.031371530894383326,2014-10-20
-0.014125492529403276,2014-10-21
0.01420476174377076,2014-10-22
0.016217912968268907,2014-10-23
0.0038004983208293247,2014-10-24
0.005952826725047462,2014-10-27
0.004440647021767125,2014-10-28
0.010435656708782404,2014-10-30
-0.003933948651885585,2014-10-31
6.234375484166511e-05,2014-11-03
-0.0066147867099355315,2014-11-04
0.004668494809457533,2014-11-05
0.0012372380101195754,2014-11-06
0.004077073969497149,2014-11-07
0.003460040051625332,2014-11-10
0.005695063562013204,2014-11-11
-0.0065237456069505316,2014-11-12
-0.016904588470557112,2014-11-13
0.0170961786458276,2014-11-17
-0.00834191009942624,2014-11-18
0.0012113981191883762,2014-11-19
0.004844698714528223,2014-11-20
0.004527893413158137,2014-11-21
-0.007608081631686966,2014-11-24
0.004781924250019255,2014-11-25
0.0034246473253461227,2014-11-26
-0.010407346242456744,2014-11-28
0.01979022219189816,2014-12-01
0.014277203799125886,2014-12-02
-0.0023634430603599855,2014-12-03
0.007039648957968933,2014-12-04
-0.005610576629956067,2014-12-05
0.008284589500210498,2014-12-08
-0.017064243193262597,2014-12-09
0.0008240994129205832,2014-12-10
-0.006844365179605826,2014-12-11
-0.009380008213661651,2014-12-12
-0.00836865618288446,2014-12-15
0.019932230935670116,2014-12-16
0.037822402018592084,2014-12-17
0.011285694218446727,2014-12-18
-0.007333589115742001,2014-12-19
-0.01494904261793383,2014-12-22
0.008664573494618322,2014-12-23
0.006151620317647168,2014-12-24
0.003533568600769502,2014-12-26
-0.0060182317831417335,2014-12-29
-0.005609357701639994,2014-12-30
0.0015293517991338444,2014-12-31
-0.013046036378492384,2015-01-02
-0.007576687630027296,2015-01-05
0.02127010955288996,2015-01-06
0.012761463097100486,2015-01-07
-0.008985326995552554,2015-01-08
-0.0010305810612853664,2015-01-09
0.003506123174317515,2015-01-12
-0.005635433385452702,2015-01-13
-0.007934802876567986,2015-01-14
0.014497666593728106,2015-01-15
0.0018489254966078368,2015-01-16
0.009573040126121575,2015-01-20
0.008707374261266337,2015-01-21
0.0002612698591088136,2015-01-22
0.007503078453438991,2015-01-23
-0.008027670375675283,2015-01-26
-0.00323622246402893,2015-01-27
0.0070874908343702015,2015-01-28
0.00043115467838726444,2015-01-29
0.0032993427710849544,2015-01-30
0.0076277478695827875,2015-02-02
-0.009069631769994108,2015-02-03
0.009782025491449015,2015-02-04
-0.009703990703627634,2015-02-05
-0.006526783172418527,2015-02-06
0.01107517904811262,2015-02-09
0.0030091731352413446,2015-02-10
0.012891935876905543,2015-02-11
0.0054550942688585905,2015-02-12
0.0020564966394413793,2015-02-13
0.000740483541614051,2015-02-17
0.0030662853093493788,2015-02-18
0.010701067754366796,2015-02-19
-0.0014744208908814265,2015-02-20
0.002722375914352767,2015-02-23
0.0011879117339071146,2015-02-24
-0.0015745594404235203,2015-02-25
-0.0006499475989132982,2015-02-26
0.009202253583202511,2015-02-27
-0.007703814572188495,2015-03-02
-0.006168569020389065,2015-03-03
0.013087158206220485,2015-03-04
-0.014435295528632425,2015-03-05
0.00837126942819805,2015-03-06
-0.017500077857649184,2015-03-09
0.0020920824296007177,2015-03-10
0.009036571209511256,2015-03-11
-0.0003150385716376678,2015-03-12
0.015383860597972298,2015-03-13
-0.00204231074642391,2015-03-16
0.011512411840865292,2015-03-17
0.0005162430332181861,2015-03-18
0.024862630808720254,2015-03-19
-0.0013605610207924135,2015-03-20
-0.005590867654525361,2015-03-23
-0.027864667574302178,2015-03-24
-0.005503316926747082,2015-03-25
0.008668177731551756,2015-03-26
-0.0039020406592659364,2015-03-27
-0.0031812763842408312,2015-03-31
0.0020476899557304684,2015-04-01
0.00746898726632984,2015-04-02
0.002327895572645945,2015-04-06
0.013582165203869484,2015-04-07
0.0007397787429637352,2015-04-08
0.009652673746181594,2015-04-09
-0.004240302198420908,2015-04-10
0.0012646318311715444,2015-04-13
0.0010297267582272264,2015-04-14
0.004604546962051058,2015-04-15
-0.01600625976623672,2015-04-16
0.008933557042223527,2015-04-17
0.001193328202483251,2015-04-20
0.004445551120854985,2015-04-21
0.010636190953975175,2015-04-22
